"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 29 06:19:13 UTC 2026","Wed Apr 29 06:19:14 UTC 2026","614","tests.api.subscriptions","test_subscription_contacts_list","TestSubscriptionContactsList","","","GET /Subscriptions/{id}/contacts","
    GET /Subscriptions/{id}/contacts
    "
"passed","Wed Apr 29 06:13:47 UTC 2026","Wed Apr 29 06:13:48 UTC 2026","568","tests.api.attribute_forms","test_attribute_forms_list","TestAttributeFormsList","","","GET /AttributeForms returns forms list","
    /AttributeForms
    "
"passed","Wed Apr 29 06:15:43 UTC 2026","Wed Apr 29 06:15:43 UTC 2026","605","tests.api.cards","test_cards_by_id_v2_flow","TestCardsByIdV2","","","POST /Cards -> GET /Cards/{id}/V2 -> DELETE /Cards/{id}","
    /Cards/{id}/V2
    "
"passed","Wed Apr 29 06:12:54 UTC 2026","Wed Apr 29 06:12:55 UTC 2026","813","tests.api.account_actions","test_account_actions_smoke","TestAccountActionsSmoke","","","013 SubscriptionInvitation smoke — random push_token → not 5xx",""
"passed","Wed Apr 29 06:13:49 UTC 2026","Wed Apr 29 06:13:50 UTC 2026","554","tests.api.attributes","test_attribute_by_id","TestAttributeById","","","GET /Attributes/{id} without auth → 401/403","
    /Attributes/{attributeID}
    "
"passed","Wed Apr 29 06:15:22 UTC 2026","Wed Apr 29 06:15:23 UTC 2026","1441","tests.api.cards","test_cardlinks_unassign","TestCardLinksUnassign","","","POST /Cards -> PUT /cardlinks/{cardLink}/unassign -> DELETE /Cards/{id}","Unassign cardlink returned 403 Forbidden — operation is not permitted for this account. This is accepted behaviour after recent API changes."
"passed","Wed Apr 29 06:16:54 UTC 2026","Wed Apr 29 06:16:55 UTC 2026","589","tests.api.contacts","test_contacts_downloads","TestContactsDownloads","","","GET /accounts/contacts/download returns CSV",""
"passed","Wed Apr 29 06:14:53 UTC 2026","Wed Apr 29 06:14:55 UTC 2026","1293","tests.api.cards","test_cardlinks_designsettings","TestCardLinksDesignsettings","","","POST /Cards -> GET /cardLinks/{cardLink}/designsettings -> DELETE /Cards/{id}","
    /cardLinks/{cardLink}/designsettings
    "
"passed","Wed Apr 29 06:15:13 UTC 2026","Wed Apr 29 06:15:16 UTC 2026","3356","tests.api.cards","test_cardlinks_statistic","TestCardLinksStatistic","","","GET /cardlinks/statistic returns list","
    /cardlinks/statistic
    "
"passed","Wed Apr 29 06:19:28 UTC 2026","Wed Apr 29 06:19:36 UTC 2026","8192","tests.e2e.employee","test_employee_invitation_add_copyincompany_delete_flow","TestEmployeeInvitationAddCopyInCompanyDeleteFlow","","","POST invitations x4 → list → copy cards → list in target → DELETE → absent in target","/Employee — create 4 via invitation, verify, copy cards to target company, verify, delete flow"
"passed","Wed Apr 29 06:16:25 UTC 2026","Wed Apr 29 06:16:26 UTC 2026","717","tests.api.cards","test_cards_list","TestCardsList","","","GET /Cards/v2.0 returns cards list","
    Проверки списков /Cards и /Cards/v2.0.
    "
"passed","Wed Apr 29 06:19:15 UTC 2026","Wed Apr 29 06:19:16 UTC 2026","557","tests.api.supported_versions","test_supported_versions_ios","TestSupportedVersionsIos","","","GET /SupportedVersions/ios returns supported versions","
    /SupportedVersions/ios
    "
"passed","Wed Apr 29 06:16:03 UTC 2026","Wed Apr 29 06:16:06 UTC 2026","2871","tests.api.cards","test_cards_create_v2_flow","TestCardsCreateV2Flow","","","POST /Cards/V2.0 -> GET /Cards/{id}/V2","
    /Cards/V2.0
    "
"passed","Wed Apr 29 06:15:46 UTC 2026","Wed Apr 29 06:15:50 UTC 2026","4114","tests.api.cards","test_cards_copy_flow","TestCardsCopyFlow","","","POST /Cards -> POST /cards/card/copy -> GET /Cards/v2.0 -> DELETE copied card","
    /cards/card/copy
    "
"passed","Wed Apr 29 06:18:59 UTC 2026","Wed Apr 29 06:19:00 UTC 2026","606","tests.api.contacts","test_contacts_flow","TestContactsFlow","","","GET /accounts/contacts returns list",""
"passed","Wed Apr 29 06:13:56 UTC 2026","Wed Apr 29 06:13:56 UTC 2026","555","tests.api.cards","test_card_attribute_attachments","TestCardAttributeAttachments","","","GET /cards/{id}/attributes/attachments","
    GET /cards/{id}/attributes/attachments
    "
